Experiment,Exp_type,Location,Salinity,Temp,Depth avrg,Date,Replicate_Chamber,Species,Habitat,Wet_weight_g,Wet_weight_kg,Empty weigh boat,Dry weight w boat,Ashed weight w boat,AFDW_g,AFDW_kg,Metab_Tissue_kg,Vol_displaced_ml,Vol_empty_ml,Animal_Vol,VOL_final_ml,Vol_final_L,Condition,Time_holding_Tank,Holding_place,Holding temp,MR_WetWeight_ml/h/g,MR_AFDW_ml/h/g,MR_Metab_Tissue_ml/h/g,VO2_AFDW_ml/h,Regression range (t),Quality regression,Time start,Time end,Notes,rsquared
4.2,TPC_accl,Biscayan Cove/Tors Cove,25,4,2.25/3.45,20-10-2020,9,Strongylocentrotus droebachiensis,Kelp,72.8,0.0728,4.03,28.837,26.182,2.655,0.002655,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.00399934,0.1096617,,,10-80,great,0,80,,
4.2,TPC_accl,NA,25,4,NA,20-10-2020,10,Blank,Blank,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,80,,
4.2,TPC_accl,Biscayan Cove,26,6,4.9,20-10-2020,1,Strongylocentrotus droebachiensis,Barren,52.9,0.0529,4.039,20.633,18.627,2.006,0.002006,,700,650,50,600,0.6,Acclimated,69 days,ANNEX,,0.003567723,0.09408403,,,112-184,good,112,184,,
4.2,TPC_accl,Biscayan Cove,26,6,4.9,20-10-2020,2,Strongylocentrotus droebachiensis,Barren,62.1,0.0621,4.031,21.55,19.37,2.18,0.00218,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.005717828,0.1628794,,,112-184,good,112,184,,
4.2,TPC_accl,Biscayan Cove,26,6,4.9,20-10-2020,3,Strongylocentrotus droebachiensis,Barren,66.7,0.0667,4.027,24.765,22.529,2.236,0.002236,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.002996396,0.08938266,,,115-184,great,112,184,,
4.2,TPC_accl,Biscayan Cove,26,6,4.9,20-10-2020,4,Strongylocentrotus droebachiensis,Barren,70.3,0.0703,4.056,24.372,22.088,2.284,0.002284,,710,650,60,590,0.59,Acclimated,69 days,ANNEX,,0.00359515,0.1106563,,,112-184,great,112,184,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,26,6,2.25/3.45,20-10-2020,5,Strongylocentrotus droebachiensis,Kelp,84.1,0.0841,4.045,31.085,25.682,5.403,0.005403,,720,650,70,580,0.58,Acclimated,69 days,ANNEX,,0.009179701,0.142886,,,112-184,great,112,184,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,26,6,2.25/3.45,20-10-2020,6,Strongylocentrotus droebachiensis,Kelp,70,0.07,4.048,27.805,23.717,4.088,0.004088,,710,650,60,590,0.59,Acclimated,69 days,ANNEX,,0.006579209,0.1126577,,,112-184,great,112,184,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,26,6,2.25/3.45,20-10-2020,7,Strongylocentrotus droebachiensis,Kelp,63.4,0.0634,4.041,26.944,22.251,4.693,0.004693,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.006536001,0.08829799,,,112-184,great,112,184,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,26,6,2.25/3.45,20-10-2020,8,Strongylocentrotus droebachiensis,Kelp,64.1,0.0641,4.04,23.97,20.931,3.039,0.003039,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.006950066,0.146594,,,112-184,great,112,184,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,26,6,2.25/3.45,20-10-2020,9,Strongylocentrotus droebachiensis,Kelp,72.8,0.0728,4.03,28.837,26.182,2.655,0.002655,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.005896056,0.1616696,,,112-184,great,112,184,,
4.2,TPC_accl,NA,26,6,NA,20-10-2020,10,Blank,Blank,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,112,184,,
4.2,TPC_accl,Biscayan Cove,26.4,10,4.9,20-10-2020,1,Strongylocentrotus droebachiensis,Barren,52.9,0.0529,4.039,20.633,18.627,2.006,0.002006,,700,650,50,600,0.6,Acclimated,69 days,ANNEX,,0.004275032,0.1127364,,,211-263,great,211,263,,
4.2,TPC_accl,Biscayan Cove,26.4,10,4.9,20-10-2020,2,Strongylocentrotus droebachiensis,Barren,62.1,0.0621,4.031,21.55,19.37,2.18,0.00218,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.005965426,0.1699325,,,211-263,ok,211,263,,
4.2,TPC_accl,Biscayan Cove,26.4,10,4.9,20-10-2020,3,Strongylocentrotus droebachiensis,Barren,66.7,0.0667,4.027,24.765,22.529,2.236,0.002236,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.003810723,0.1136741,,,211-263,not great,211,263,,
4.2,TPC_accl,Biscayan Cove,26.4,10,4.9,20-10-2020,4,Strongylocentrotus droebachiensis,Barren,70.3,0.0703,4.056,24.372,22.088,2.284,0.002284,,710,650,60,590,0.59,Acclimated,69 days,ANNEX,,0.005369982,0.1652845,,,211-263,ok,211,263,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,26.4,10,2.25/3.45,20-10-2020,5,Strongylocentrotus droebachiensis,Kelp,84.1,0.0841,4.045,31.085,25.682,5.403,0.005403,,720,650,70,580,0.58,Acclimated,69 days,ANNEX,,0.01251822,0.1948515,,,211-263,great,211,263,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,26.4,10,2.25/3.45,20-10-2020,6,Strongylocentrotus droebachiensis,Kelp,70,0.07,4.048,27.805,23.717,4.088,0.004088,,710,650,60,590,0.59,Acclimated,69 days,ANNEX,,0.009328824,0.1597401,,,211-263,great,211,263,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,26.4,10,2.25/3.45,20-10-2020,7,Strongylocentrotus droebachiensis,Kelp,63.4,0.0634,4.041,26.944,22.251,4.693,0.004693,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.008784452,0.1186734,,,211-263,great,211,263,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,26.4,10,2.25/3.45,20-10-2020,8,Strongylocentrotus droebachiensis,Kelp,64.1,0.0641,4.04,23.97,20.931,3.039,0.003039,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.00875756,0.1847185,,,211-263,great,211,263,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,26.4,10,2.25/3.45,20-10-2020,9,Strongylocentrotus droebachiensis,Kelp,72.8,0.0728,4.03,28.837,26.182,2.655,0.002655,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.008789843,0.2410172,,,211-263,great,211,263,,
4.2,TPC_accl,NA,26.4,10,NA,20-10-2020,10,Blank,Blank,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
4.2,TPC_accl,Biscayan Cove,27,14,4.9,20-10-2020,1,Strongylocentrotus droebachiensis,Barren,52.9,0.0529,4.039,20.633,18.627,2.006,0.002006,,700,650,50,600,0.6,Acclimated,69 days,ANNEX,,0.005937433,0.1565754,,,299-339,great,299,339,,
4.2,TPC_accl,Biscayan Cove,27,14,4.9,20-10-2020,2,Strongylocentrotus droebachiensis,Barren,62.1,0.0621,4.031,21.55,19.37,2.18,0.00218,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.008284138,0.2359839,,,299-339,great,299,339,,
4.2,TPC_accl,Biscayan Cove,27,14,4.9,20-10-2020,3,Strongylocentrotus droebachiensis,Barren,66.7,0.0667,4.027,24.765,22.529,2.236,0.002236,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.006262273,0.1868039,,,299-339,great,299,339,,
4.2,TPC_accl,Biscayan Cove,27,14,4.9,20-10-2020,4,Strongylocentrotus droebachiensis,Barren,70.3,0.0703,4.056,24.372,22.088,2.284,0.002284,,710,650,60,590,0.59,Acclimated,69 days,ANNEX,,0.005542711,0.1706009,,,299-339,great,299,339,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27,14,2.25/3.45,20-10-2020,5,Strongylocentrotus droebachiensis,Kelp,84.1,0.0841,4.045,31.085,25.682,5.403,0.005403,,720,650,70,580,0.58,Acclimated,69 days,ANNEX,,0.01691169,0.2632376,,,299-339,great,299,339,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27,14,2.25/3.45,20-10-2020,6,Strongylocentrotus droebachiensis,Kelp,70,0.07,4.048,27.805,23.717,4.088,0.004088,,710,650,60,590,0.59,Acclimated,69 days,ANNEX,,0.01204033,0.20617,,,299-339,great,299,339,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27,14,2.25/3.45,20-10-2020,7,Strongylocentrotus droebachiensis,Kelp,63.4,0.0634,4.041,26.944,22.251,4.693,0.004693,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.01172802,0.1584395,,,299-339,great,299,339,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27,14,2.25/3.45,20-10-2020,8,Strongylocentrotus droebachiensis,Kelp,64.1,0.0641,4.04,23.97,20.931,3.039,0.003039,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.009654156,0.2036299,,,299-339,great,299,339,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27,14,2.25/3.45,20-10-2020,9,Strongylocentrotus droebachiensis,Kelp,72.8,0.0728,4.03,28.837,26.182,2.655,0.002655,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.01100516,0.3017612,,,299-339,great,299,339,,
4.2,TPC_accl,NA,,14,NA,20-10-2020,10,Blank,Blank,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,299,339,,
4.2,TPC_accl,Biscayan Cove,27.4,18,4.9,20-10-2020,1,Strongylocentrotus droebachiensis,Barren,52.9,0.0529,4.039,20.633,18.627,2.006,0.002006,,700,650,50,600,0.6,Acclimated,69 days,ANNEX,,0.009192064,0.2424029,,,381-408,great,381,408,,
4.2,TPC_accl,Biscayan Cove,27.4,18,4.9,20-10-2020,2,Strongylocentrotus droebachiensis,Barren,62.1,0.0621,4.031,21.55,19.37,2.18,0.00218,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.008802123,0.2507394,,,381-408,great,381,408,,
4.2,TPC_accl,Biscayan Cove,27.4,18,4.9,20-10-2020,3,Strongylocentrotus droebachiensis,Barren,66.7,0.0667,4.027,24.765,22.529,2.236,0.002236,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.00797744,0.2379675,,,381-408,great,381,408,,
4.2,TPC_accl,Biscayan Cove,27.4,18,4.9,20-10-2020,4,Strongylocentrotus droebachiensis,Barren,70.3,0.0703,4.056,24.372,22.088,2.284,0.002284,,710,650,60,590,0.59,Acclimated,69 days,ANNEX,,0.00776349,0.2389551,,,381-408,great,381,408,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.4,18,2.25/3.45,20-10-2020,5,Strongylocentrotus droebachiensis,Kelp,84.1,0.0841,4.045,31.085,25.682,5.403,0.005403,,720,650,70,580,0.58,Acclimated,69 days,ANNEX,,0.02147337,0.3342421,,,381-408,great,381,408,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.4,18,2.25/3.45,20-10-2020,6,Strongylocentrotus droebachiensis,Kelp,70,0.07,4.048,27.805,23.717,4.088,0.004088,,710,650,60,590,0.59,Acclimated,69 days,ANNEX,,0.01601133,0.2741665,,,381-408,great,381,408,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.4,18,2.25/3.45,20-10-2020,7,Strongylocentrotus droebachiensis,Kelp,63.4,0.0634,4.041,26.944,22.251,4.693,0.004693,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.01470811,0.198699,,,381-408,great,381,408,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.4,18,2.25/3.45,20-10-2020,8,Strongylocentrotus droebachiensis,Kelp,64.1,0.0641,4.04,23.97,20.931,3.039,0.003039,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.0149085,0.314457,,,381-408,great,381,408,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.4,18,2.25/3.45,20-10-2020,9,Strongylocentrotus droebachiensis,Kelp,72.8,0.0728,4.03,28.837,26.182,2.655,0.002655,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.01632267,0.447567,,,381-408,great,381,408,,
4.2,TPC_accl,NA,27.4,18,NA,20-10-2020,10,Blank,Blank,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
4.2,TPC_accl,Biscayan Cove,27.8,22,4.9,20-10-2020,1,Strongylocentrotus droebachiensis,Barren,52.9,0.0529,4.039,20.633,18.627,2.006,0.002006,,700,650,50,600,0.6,Acclimated,69 days,ANNEX,,0.01396937,0.3683847,,,453-470,great,453,470,,
4.2,TPC_accl,Biscayan Cove,27.8,22,4.9,20-10-2020,2,Strongylocentrotus droebachiensis,Barren,62.1,0.0621,4.031,21.55,19.37,2.18,0.00218,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.01509652,0.4300431,,,453-470,great,453,470,,
4.2,TPC_accl,Biscayan Cove,27.8,22,4.9,20-10-2020,3,Strongylocentrotus droebachiensis,Barren,66.7,0.0667,4.027,24.765,22.529,2.236,0.002236,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.01307844,0.3901305,,,453-470,great,453,470,,
4.2,TPC_accl,Biscayan Cove,27.8,22,4.9,20-10-2020,4,Strongylocentrotus droebachiensis,Barren,70.3,0.0703,4.056,24.372,22.088,2.284,0.002284,,710,650,60,590,0.59,Acclimated,69 days,ANNEX,,0.01175237,0.36173,,,453-470,great,453,470,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.8,22,2.25/3.45,20-10-2020,5,Strongylocentrotus droebachiensis,Kelp,84.1,0.0841,4.045,31.085,25.682,5.403,0.005403,,720,650,70,580,0.58,Acclimated,69 days,ANNEX,,0.02598707,0.4044998,,,453-470,great,453,470,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.8,22,2.25/3.45,20-10-2020,6,Strongylocentrotus droebachiensis,Kelp,70,0.07,4.048,27.805,23.717,4.088,0.004088,,710,650,60,590,0.59,Acclimated,69 days,ANNEX,,0.02119668,0.3629568,,,453-470,great,453,470,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.8,22,2.25/3.45,20-10-2020,7,Strongylocentrotus droebachiensis,Kelp,63.4,0.0634,4.041,26.944,22.251,4.693,0.004693,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.02185218,0.2952116,,,453-470,great,453,470,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.8,22,2.25/3.45,20-10-2020,8,Strongylocentrotus droebachiensis,Kelp,64.1,0.0641,4.04,23.97,20.931,3.039,0.003039,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.02376687,0.5013018,,,453-470,great,453,470,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.8,22,2.25/3.45,20-10-2020,9,Strongylocentrotus droebachiensis,Kelp,72.8,0.0728,4.03,28.837,26.182,2.655,0.002655,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.02390312,0.6554227,,,453-470,great,453,470,,
4.2,TPC_accl,NA,,22,NA,20-10-2020,10,Blank,Blank,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
4.2,TPC_accl,Biscayan Cove,27.9,26,4.9,20-10-2020,1,Strongylocentrotus droebachiensis,Barren,52.9,0.0529,4.039,20.633,18.627,2.006,0.002006,,700,650,50,600,0.6,Acclimated,69 days,ANNEX,,0.01922964,0.5071027,,,514-530,great,514,530,,
4.2,TPC_accl,Biscayan Cove,27.9,26,4.9,20-10-2020,2,Strongylocentrotus droebachiensis,Barren,62.1,0.0621,4.031,21.55,19.37,2.18,0.00218,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.0225777,0.6431536,,,514-530,great,514,530,,
4.2,TPC_accl,Biscayan Cove,27.9,26,4.9,20-10-2020,3,Strongylocentrotus droebachiensis,Barren,66.7,0.0667,4.027,24.765,22.529,2.236,0.002236,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.01822955,0.5437886,,,514-530,great,514,530,,
4.2,TPC_accl,Biscayan Cove,27.9,26,4.9,20-10-2020,4,Strongylocentrotus droebachiensis,Barren,70.3,0.0703,4.056,24.372,22.088,2.284,0.002284,,710,650,60,590,0.59,Acclimated,69 days,ANNEX,,NA,NA,,,514-530,trash,514,530,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.9,26,2.25/3.45,20-10-2020,5,Strongylocentrotus droebachiensis,Kelp,84.1,0.0841,4.045,31.085,25.682,5.403,0.005403,,720,650,70,580,0.58,Acclimated,69 days,ANNEX,,0.02852569,0.4440146,,,514-530,great,514,530,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.9,26,2.25/3.45,20-10-2020,6,Strongylocentrotus droebachiensis,Kelp,70,0.07,4.048,27.805,23.717,4.088,0.004088,,710,650,60,590,0.59,Acclimated,69 days,ANNEX,,0.02333294,0.3995367,,,514-530,great,514,530,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.9,26,2.25/3.45,20-10-2020,7,Strongylocentrotus droebachiensis,Kelp,63.4,0.0634,4.041,26.944,22.251,4.693,0.004693,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.02978121,0.4023288,,,514-530,great,514,530,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.9,26,2.25/3.45,20-10-2020,8,Strongylocentrotus droebachiensis,Kelp,64.1,0.0641,4.04,23.97,20.931,3.039,0.003039,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.02974274,0.6273477,,,514-530,great,514,530,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.9,26,2.25/3.45,20-10-2020,9,Strongylocentrotus droebachiensis,Kelp,72.8,0.0728,4.03,28.837,26.182,2.655,0.002655,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.02683115,0.7357092,,,514-530,great,514,530,,
4.2,TPC_accl,NA,,26,NA,20-10-2020,10,Blank,Blank,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,
4.2,TPC_accl,Biscayan Cove,27.9,30,4.9,20-10-2020,1,Strongylocentrotus droebachiensis,Barren,52.9,0.0529,4.039,20.633,18.627,2.006,0.002006,,700,650,50,600,0.6,Acclimated,69 days,ANNEX,,0.02285251,0.602641,,,562-571,great,562,571,,
4.2,TPC_accl,Biscayan Cove,27.9,30,4.9,20-10-2020,2,Strongylocentrotus droebachiensis,Barren,62.1,0.0621,4.031,21.55,19.37,2.18,0.00218,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.02964519,0.8444798,,,562-571,great,562,571,,
4.2,TPC_accl,Biscayan Cove,27.9,30,4.9,20-10-2020,3,Strongylocentrotus droebachiensis,Barren,66.7,0.0667,4.027,24.765,22.529,2.236,0.002236,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.01836687,0.5478847,,,562-571,great,562,571,,
4.2,TPC_accl,Biscayan Cove,27.9,30,4.9,20-10-2020,4,Strongylocentrotus droebachiensis,Barren,70.3,0.0703,4.056,24.372,22.088,2.284,0.002284,,710,650,60,590,0.59,Acclimated,69 days,ANNEX,,0.02133112,0.6565577,,,562-571,great,562,571,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.9,30,2.25/3.45,20-10-2020,5,Strongylocentrotus droebachiensis,Kelp,84.1,0.0841,4.045,31.085,25.682,5.403,0.005403,,720,650,70,580,0.58,Acclimated,69 days,ANNEX,,0.02709086,0.4216809,,,562-571,great,562,571,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.9,30,2.25/3.45,20-10-2020,6,Strongylocentrotus droebachiensis,Kelp,70,0.07,4.048,27.805,23.717,4.088,0.004088,,710,650,60,590,0.59,Acclimated,69 days,ANNEX,,0.02402235,0.4113416,,,562-571,great,562,571,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.9,30,2.25/3.45,20-10-2020,7,Strongylocentrotus droebachiensis,Kelp,63.4,0.0634,4.041,26.944,22.251,4.693,0.004693,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.03000423,0.4053416,,,562-571,great,562,571,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.9,30,2.25/3.45,20-10-2020,8,Strongylocentrotus droebachiensis,Kelp,64.1,0.0641,4.04,23.97,20.931,3.039,0.003039,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.03542713,0.7472456,,,562-571,great,562,571,,
4.2,TPC_accl,Biscayan Cove/Tors Cove,27.9,30,2.25/3.45,20-10-2020,9,Strongylocentrotus droebachiensis,Kelp,72.8,0.0728,4.03,28.837,26.182,2.655,0.002655,,705,650,55,595,0.595,Acclimated,69 days,ANNEX,,0.02985161,0.8185299,,,562-571,great,562,571,,
4.2,TPC_accl,NA,,30,NA,20-10-2020,10,Blank,Blank,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,562-571,great,562,571,,
4.3,TPC_FieldFresh,Biscayan Cove,25.5,4,3,08-11-2020,1,Strongylocentrotus droebachiensis,Barren,68.2,0.0682,4.025,25.521,21.808,3.713,0.003713,0.064487,720,650,70,580,0.58,Field fresh,48 hours,Multi-stressor,14,0.007344955,0.1349114,0.007767859,0.5009259,100-90,good,0,58,,0.999
4.3,TPC_FieldFresh,Biscayan Cove,25.5,4,3,08-11-2020,2,Strongylocentrotus droebachiensis,Barren,81.1,0.0811,4.021,28.122,23.341,4.781,0.004781,0.076319,735,650,85,565,0.565,Field fresh,48 hours,Multi-stressor,14,0.006273195,0.1064121,0.006666179,0.5087561,94-84,good,0,58,,0.991
4.3,TPC_FieldFresh,Biscayan Cove,25.5,4,3,08-11-2020,3,Strongylocentrotus droebachiensis,Barren,68.5,0.0685,4.034,24.231,20.825,3.406,0.003406,0.065094,720,650,70,580,0.58,Field fresh,48 hours,Multi-stressor,14,0.005402348,0.1086497,0.00576935,0.3700608,91-84,spike at start,0,58,,0.999
4.3,TPC_FieldFresh,Biscayan Cove,25.5,4,3,08-11-2020,4,Strongylocentrotus droebachiensis,Barren,71.3,0.0713,4.025,26.211,22.391,3.82,0.00382,0.06748,720,650,70,580,0.58,Field fresh,48 hours,Multi-stressor,14,0.005956168,0.1111714,0.00636648,0.4182489,93-84,,0,58,,0.997
4.3,TPC_FieldFresh,Biscayan Cove,25.5,4,3,08-11-2020,5,Strongylocentrotus droebachiensis,Kelp,99.7,0.0997,4.001,38.127,29.045,9.082,0.009082,0.090618,750,650,100,550,0.55,Field fresh,48 hours,Multi-stressor,14,0.007002795,0.07687499,0.007704635,0.6981787,100-83,great,0,58,,0.997
4.3,TPC_FieldFresh,Biscayan Cove,25.5,4,3,08-11-2020,6,Strongylocentrotus droebachiensis,Kelp,78.4,0.0784,4.05,28.268,22.749,5.519,0.005519,0.072881,725,650,75,575,0.575,Field fresh,48 hours,Multi-stressor,14,0.006841479,0.09718644,0.007359558,0.536372,94-82,great,0,58,,0.999
4.3,TPC_FieldFresh,Biscayan Cove,25.5,4,3,08-11-2020,7,Strongylocentrotus droebachiensis,Kelp,84.4,0.0844,4.019,33.292,27.666,5.626,0.005626,0.078774,730,650,80,570,0.57,Field fresh,48 hours,Multi-stressor,14,0.009561053,0.1434328,0.0102439,0.8069529,95-78,great,0,58,,0.999
4.3,TPC_FieldFresh,Biscayan Cove,25.5,4,3,08-11-2020,8,Strongylocentrotus droebachiensis,Kelp,75.7,0.0757,4.01,28.931,24.416,4.515,0.004515,0.071185,715,650,65,585,0.585,Field fresh,48 hours,Multi-stressor,14,0.0101132,0.1695613,0.01116023,0.7944407,95-80,great,0,58,,0.996
4.3,TPC_FieldFresh,Biscayan Cove,25.5,4,3,08-11-2020,9,Strongylocentrotus droebachiensis,Kelp,106.4,0.1064,4.038,41.489,33.721,7.768,0.007768,0.098632,750,650,100,550,0.55,Field fresh,48 hours,Multi-stressor,14,0.005864751,0.08033078,0.006296587,0.6210449,95-85,great,0,58,,0.998
4.3,TPC_FieldFresh,Biscayan Cove,25.5,4,3,08-11-2020,10,Blank,Blank,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,0,58,,
4.3,TPC_FieldFresh,Biscayan Cove,26,6,3,08-11-2020,1,Strongylocentrotus droebachiensis,Barren,68.2,0.0682,4.025,25.521,21.808,3.713,0.003713,0.064487,720,650,70,580,0.58,Field fresh,48 hours,Multi-stressor,14,0.01021117,0.1875577,0.0107991,0.6964016,100-90,ok,90,138,,0.981
4.3,TPC_FieldFresh,Biscayan Cove,26,6,3,08-11-2020,2,Strongylocentrotus droebachiensis,Barren,81.1,0.0811,4.021,28.122,23.341,4.781,0.004781,0.076319,735,650,85,565,0.565,Field fresh,48 hours,Multi-stressor,14,0.009959127,0.1689365,0.01058302,0.8076852,97-78,great,90,138,,1
4.3,TPC_FieldFresh,Biscayan Cove,26,6,3,08-11-2020,3,Strongylocentrotus droebachiensis,Barren,68.5,0.0685,4.034,24.231,20.825,3.406,0.003406,0.065094,720,650,70,580,0.58,Field fresh,48 hours,Multi-stressor,14,0.006380058,0.128313,0.006713891,0.437034,96-88,good,90,138,,0.998
4.3,TPC_FieldFresh,Biscayan Cove,26,6,3,08-11-2020,4,Strongylocentrotus droebachiensis,Barren,71.3,0.0713,4.025,26.211,22.391,3.82,0.00382,0.06748,720,650,70,580,0.58,Field fresh,48 hours,Multi-stressor,14,0.006652999,0.1241777,0.007029621,0.4743588,97-90,"ok, one dip",90,138,,1
